#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_12_x3_italy_bb, bc, ca, cl",,305,gun_12_x3,italy,"bb, bc, ca, cl",friedrich_gun_228_x3,1.3,1.365,1.25,,dreadnought_gun_c_305_x3,1.23125,1.30611,1.18,0.9,dreadnought_gun_c_305_x3,1.25,1.326,1.2,0.9,litt_gun_381_x3,0.85,0.8775,1.38,,litt_gun_381_x3,0.860625,0.88846875,1.4,,,1.425,1.45,,,,,,,
"gun_13_x1_italy_bb, bc, ca, cl",,330,gun_13_x1,italy,"bb, bc, ca, cl",friedrich_gun_228_x1,1.4,1.463,1.25,,dreadnought_gun_c_305_x1,1.3396,1.46937375,1.18,0.9,dreadnought_gun_c_305_x1,1.36,1.49175,1.2,0.9,litt_gun_381_x1,0.9,0.92625,1.38,,litt_gun_381_x1,0.91125,0.937828125,1.4,,,1.525,1.55,,,,,,,
"gun_13_x2_italy_bb, bc, ca, cl",,330,gun_13_x2,italy,"bb, bc, ca, cl",friedrich_gun_228_x2,1.4,1.463,1.25,,dreadnought_gun_c_305_x2,1.3396,1.46937375,1.18,0.9,dreadnought_gun_c_305_x2,1.36,1.49175,1.2,0.9,litt_gun_381_x2,0.9,0.92625,1.38,,litt_gun_381_x2,0.91125,0.937828125,1.4,,,1.525,1.55,,,,,,,
"gun_13_x3_italy_bb, bc, ca, cl",,330,gun_13_x3,italy,"bb, bc, ca, cl",friedrich_gun_228_x3,1.4,1.463,1.25,,dreadnought_gun_c_305_x3,1.3396,1.46937375,1.18,0.9,dreadnought_gun_c_305_x3,1.36,1.49175,1.2,0.9,litt_gun_381_x3,0.9,0.92625,1.38,,litt_gun_381_x3,0.91125,0.937828125,1.4,,,1.525,1.55,,,,,,,
"gun_14_x1_italy_bb, bc, ca, cl",,356,gun_14_x1,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x1,1.48444425,1.513551,1.16,0.9,dreadnought_gun_c_305_x1,1.50705,1.5366,1.18,0.9,dreadnought_gun_c_305_x1,1.53,1.56,1.2,0.9,litt_gun_381_x1,0.95,0.975,1.38,,litt_gun_381_x1,0.961875,0.9871875,1.4,,,1.625,1.65,,,,,,,
"gun_14_x2_italy_bb, bc, ca, cl",,356,gun_14_x2,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x2,1.48444425,1.513551,1.16,0.9,dreadnought_gun_c_305_x2,1.50705,1.5366,1.18,0.9,dreadnought_gun_c_305_x2,1.53,1.56,1.2,0.9,litt_gun_381_x2,0.95,0.975,1.38,,litt_gun_381_x2,0.961875,0.9871875,1.4,,,1.625,1.65,,,,,,,
"gun_14_x3_italy_bb, bc, ca, cl",,356,gun_14_x3,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x3,1.48444425,1.513551,1.16,0.9,dreadnought_gun_c_305_x3,1.50705,1.5366,1.18,0.9,dreadnought_gun_c_305_x3,1.53,1.56,1.2,0.9,litt_gun_381_x3,0.95,0.975,1.38,,litt_gun_381_x3,0.961875,0.9871875,1.4,,,1.625,1.65,,,,,,,
"gun_15_x1_italy_bb, bc, ca, cl",,381,gun_15_x1,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x1,1.55236,1.60875,1.16,0.9,dreadnought_gun_c_305_x1,1.576,1.62303375,1.18,0.9,dreadnought_gun_c_305_x1,1.6,1.64775,1.2,0.9,litt_gun_381_x1,1,1.0335,1.38,,litt_gun_381_x1,1.0125,1.04641875,1.4,,,1.725,1.75,,,,,,,
"gun_15_x2_italy_bb, bc, ca, cl",,381,gun_15_x2,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x2,1.55236,1.60875,1.16,0.9,dreadnought_gun_c_305_x2,1.576,1.62303375,1.18,0.9,dreadnought_gun_c_305_x2,1.6,1.64775,1.2,0.9,litt_gun_381_x2,1,1.0335,1.38,,litt_gun_381_x2,1.0125,1.04641875,1.4,,,1.725,1.75,,,,,,,
"gun_15_x3_italy_bb, bc, ca, cl",,381,gun_15_x3,italy,"bb, bc, ca, cl",dreadnought_gun_c_305_x3,1.55236,1.60875,1.16,0.9,dreadnought_gun_c_305_x3,1.576,1.62303375,1.18,0.9,dreadnought_gun_c_305_x3,1.6,1.64775,1.2,0.9,litt_gun_381_x3,1,1.0335,1.38,,litt_gun_381_x3,1.0125,1.04641875,1.4,,,1.725,1.75,,,,,,,
gun_16_x1_italy,,406,gun_16_x1,italy,,litt_gun_381a_x1,1.013011923,1.043593415,1.32,,litt_gun_381a_x1,1.0284385,1.0594857,1.34,,litt_gun_381_x1,1.0441,1.07562,1.36,,litt_gun_381_x1,1.06,1.092,1.38,,litt_gun_381_x1,1.07325,1.10565,1.4,,,,,,,,,,,
gun_16_x2_italy,,406,gun_16_x2,italy,,litt_gun_381a_x2,1.013011923,1.043593415,1.32,,litt_gun_381a_x2,1.0284385,1.0594857,1.34,,litt_gun_381_x2,1.0441,1.07562,1.36,,litt_gun_381_x2,1.06,1.092,1.38,,litt_gun_381_x2,1.07325,1.10565,1.4,,,,,,,,,,,
gun_16_x3_italy,,406,gun_16_x3,italy,,litt_gun_381a_x3,1.013011923,1.043593415,1.32,,litt_gun_381a_x3,1.0284385,1.0594857,1.34,,litt_gun_381_x3,1.0441,1.07562,1.36,,litt_gun_381_x3,1.06,1.092,1.38,,litt_gun_381_x3,1.07325,1.10565,1.4,,,,,,,,,,,
gun_17_x1_italy,,432,gun_17_x1,italy,,litt_gun_381a_x1,1.07035222,1.099500205,1.32,,litt_gun_381a_x1,1.086652,1.116243863,1.34,,litt_gun_381_x1,1.1032,1.1332425,1.36,,litt_gun_381_x1,1.12,1.1505,1.38,,litt_gun_381_x1,1.134,1.16488125,1.4,,,,,,,,,,,
gun_17_x2_italy,,432,gun_17_x2,italy,,litt_gun_381a_x2,1.07035222,1.099500205,1.32,,litt_gun_381a_x2,1.086652,1.116243863,1.34,,litt_gun_381_x2,1.1032,1.1332425,1.36,,litt_gun_381_x2,1.12,1.1505,1.38,,litt_gun_381_x2,1.134,1.16488125,1.4,,,,,,,,,,,
gun_17_x3_italy,,432,gun_17_x3,italy,,litt_gun_381a_x3,1.07035222,1.099500205,1.32,,litt_gun_381a_x3,1.086652,1.116243863,1.34,,litt_gun_381_x3,1.1032,1.1332425,1.36,,litt_gun_381_x3,1.12,1.1505,1.38,,litt_gun_381_x3,1.134,1.16488125,1.4,,,,,,,,,,,
gun_18_x1_italy,,457,gun_18_x1,italy,,litt_gun_381a_x1,1.127692518,1.155406995,1.32,,litt_gun_381a_x1,1.1448655,1.173002025,1.34,,litt_gun_381_x1,1.1623,1.190865,1.36,,litt_gun_381_x1,1.18,1.209,1.38,,litt_gun_381_x1,1.19475,1.2241125,1.4,,,,,,,,,,,
gun_18_x2_italy,,457,gun_18_x2,italy,,litt_gun_381a_x2,1.127692518,1.155406995,1.32,,litt_gun_381a_x2,1.1448655,1.173002025,1.34,,litt_gun_381_x2,1.1623,1.190865,1.36,,litt_gun_381_x2,1.18,1.209,1.38,,litt_gun_381_x2,1.19475,1.2241125,1.4,,,,,,,,,,,
gun_18_x3_italy,,457,gun_18_x3,italy,,litt_gun_381a_x3,1.127692518,1.155406995,1.32,,litt_gun_381a_x3,1.1448655,1.173002025,1.34,,litt_gun_381_x3,1.1623,1.190865,1.36,,litt_gun_381_x3,1.18,1.209,1.38,,litt_gun_381_x3,1.19475,1.2241125,1.4,,,,,,,,,,,
gun_19_x1_italy,,483,gun_19_x1,italy,,litt_gun_381a_x1,1.185032815,1.211313785,1.32,,litt_gun_381a_x1,1.203079,1.229760188,1.34,,litt_gun_381_x1,1.2214,1.2484875,1.36,,litt_gun_381_x1,1.24,1.2675,1.38,,litt_gun_381_x1,1.2555,1.28334375,1.4,,,,,,,,,,,
gun_19_x2_italy,,483,gun_19_x2,italy,,litt_gun_381a_x2,1.185032815,1.211313785,1.32,,litt_gun_381a_x2,1.203079,1.229760188,1.34,,litt_gun_381_x2,1.2214,1.2484875,1.36,,litt_gun_381_x2,1.24,1.2675,1.38,,litt_gun_381_x2,1.2555,1.28334375,1.4,,,,,,,,,,,
gun_19_x3_italy,,483,gun_19_x3,italy,,litt_gun_381a_x3,1.185032815,1.211313785,1.32,,litt_gun_381a_x3,1.203079,1.229760188,1.34,,litt_gun_381_x3,1.2214,1.2484875,1.36,,litt_gun_381_x3,1.24,1.2675,1.38,,litt_gun_381_x3,1.2555,1.28334375,1.4,,,,,,,,,,,
gun_20_x1_italy,,508,gun_20_x1,italy,,litt_gun_381a_x1,1.242373113,1.285,1.32,,litt_gun_381a_x1,1.2612925,1.3010625,1.34,,litt_gun_381_x1,1.2805,1.317325781,1.36,,litt_gun_381_x1,1.3,1.333792354,1.38,,litt_gun_381_x1,1.31625,1.350464758,1.4,,,,,,,,,,,
gun_20_x2_italy,,508,gun_20_x2,italy,,litt_gun_381a_x2,1.242373113,1.285,1.32,,litt_gun_381a_x2,1.2612925,1.3010625,1.34,,litt_gun_381_x2,1.2805,1.317325781,1.36,,litt_gun_381_x2,1.3,1.333792354,1.38,,litt_gun_381_x2,1.31625,1.350464758,1.4,,,,,,,,,,,
gun_20_x3_italy,,508,gun_20_x3,italy,,litt_gun_381a_x3,1.242373113,1.285,1.32,,litt_gun_381a_x3,1.2612925,1.3010625,1.34,,litt_gun_381_x3,1.2805,1.317325781,1.36,,litt_gun_381_x3,1.3,1.333792354,1.38,,litt_gun_381_x3,1.31625,1.350464758,1.4,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_japan_dd,,76,gun_3_x1,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.733825,0.960375,1.15,,akizuki_gun_100_x1,0.745,0.975,1.17,,,,,,,,,,,
gun_3_x2_japan_dd,,76,gun_3_x2,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.733825,0.960375,1.15,,akizuki_gun_100_x2,0.745,0.975,1.17,,,,,,,,,,,
gun_3_x3_japan_dd,,76,gun_3_x3,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.733825,0.960375,1.15,,akizuki_gun_100_x3,0.745,0.975,1.17,,,,,,,,,,,
gun_4_x1_japan_dd,,102,gun_4_x1,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x1,0.985,1.1,1.15,,akizuki_gun_100_x1,1,1.11375,1.17,,,,,,,,,,,
gun_4_x2_japan_dd,,102,gun_4_x2,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x2,0.985,1.1,1.15,,akizuki_gun_100_x2,1,1.11375,1.17,,,,,,,,,,,
gun_4_x3_japan_dd,,102,gun_4_x3,japan,dd,,,,,,,,,,,,,,,,akizuki_gun_100_x3,0.985,1.1,1.15,,akizuki_gun_100_x3,1,1.11375,1.17,,,,,,,,,,,
"gun_5_x1_japan_dd, cl",,127,gun_5_x1,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x1,0.985,1.1,1.2,,akizuki_gun_127_x1,1,1.11375,1.22,,,,,,,,,,,
"gun_5_x2_japan_dd, cl",,127,gun_5_x2,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x2,0.985,1.1,1.2,,akizuki_gun_127_x2,1,1.11375,1.22,,,,,,,,,,,
"gun_5_x3_japan_dd, cl",,127,gun_5_x3,japan,"dd, cl",,,,,,,,,,,,,,,,akizuki_gun_127_x3,0.985,1.1,1.2,,akizuki_gun_127_x3,1,1.11375,1.22,,,,,,,,,,,
"gun_2_x1_japan_bb, bc,ca,cl",,51,gun_2_x1,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x1,0.985,1.15245,0.75,,yamato_gun_25_x1,1,1.17,0.77,,,,,,,,,,,
"gun_2_x2_japan_bb, bc,ca,cl",,51,gun_2_x2,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x2,0.985,1.15245,0.75,,yamato_gun_25_x2,1,1.17,0.77,,,,,,,,,,,
"gun_2_x3_japan_bb, bc,ca,cl",,51,gun_2_x3,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x3,0.985,1.15245,0.75,,yamato_gun_25_x3,1,1.17,0.77,,,,,,,,,,,
"gun_3_x1_japan_bb, bc,ca,cl",,76,gun_3_x1,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x1,1.182,1.38,0.75,,yamato_gun_25_x1,1.2,1.39725,0.77,,,,,,,,,,,
"gun_3_x2_japan_bb, bc,ca,cl",,76,gun_3_x2,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x2,1.182,1.38,0.75,,yamato_gun_25_x2,1.2,1.39725,0.77,,,,,,,,,,,
"gun_3_x3_japan_bb, bc,ca,cl",,76,gun_3_x3,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_25_x3,1.182,1.38,0.75,,yamato_gun_25_x3,1.2,1.39725,0.77,,,,,,,,,,,
"gun_4_x1_japan_bb, bc,ca,cl",,102,gun_4_x1,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_127_x1,1.125,1.21875,0.9,,yamato_gun_127_x1,1.1390625,1.233984375,0.92,,,,,,,,,,,
"gun_4_x2_japan_bb, bc,ca,cl",,102,gun_4_x2,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_127_x2,1.125,1.21875,0.9,,yamato_gun_127_x2,1.1390625,1.233984375,0.92,,,,,,,,,,,
"gun_4_x3_japan_bb, bc,ca,cl",,102,gun_4_x3,japan,"bb, bc,ca,cl",,,,,,,,,,,,,,,,yamato_gun_127_x3,1.125,1.21875,0.9,,yamato_gun_127_x3,1.1390625,1.233984375,0.92,,,,,,,,,,,
"gun_5_x1_japan_bb, bc,ca",,127,gun_5_x1,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x1,1.25,1.366,0.9,,yamato_gun_127_x1,1.265625,1.383075,0.92,,,,,,,,,,,
"gun_5_x2_japan_bb, bc,ca",,127,gun_5_x2,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x2,1.25,1.366,0.9,,yamato_gun_127_x2,1.265625,1.383075,0.92,,,,,,,,,,,
"gun_5_x3_japan_bb, bc,ca",,127,gun_5_x3,japan,"bb, bc,ca",,,,,,,,,,,,,,,,yamato_gun_127_x3,1.25,1.366,0.9,,yamato_gun_127_x3,1.265625,1.383075,0.92,,,,,,,,,,,
"gun_6_x1_japan_bb, bc,ca,cl",,152,gun_6_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,0.7,0.78,1.25,,,,,,,,,,,,yamato_gun_155_x1,0.985,1.02760125,1.3,,yamato_gun_155_x1,1,1.055,1.32,,,,,,,,,,,
"gun_6_x2_japan_bb, bc,ca,cl",,152,gun_6_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,0.7,0.78,1.25,,,,,,,,,,,,yamato_gun_155_x2,0.985,1.02760125,1.3,,yamato_gun_155_x2,1,1.055,1.32,,,,,,,,,,,
"gun_6_x3_japan_bb, bc,ca,cl",,152,gun_6_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,0.7,0.78,1.25,,,,,,,,,,,,yamato_gun_155_x3,0.985,1.02760125,1.3,,yamato_gun_155_x3,1,1.055,1.32,,,,,,,,,,,
"gun_7_x1_japan_bb, bc,ca,cl",,178,gun_7_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,0.8,0.8775,1.25,,,,,,,,,,,,yamato_gun_155_x1,1.05395,1.1,1.3,,yamato_gun_155_x1,1.07,1.125,1.32,,,,,,,,,,,
"gun_7_x2_japan_bb, bc,ca,cl",,178,gun_7_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,0.8,0.8775,1.25,,,,,,,,,,,,yamato_gun_155_x2,1.05395,1.1,1.3,,yamato_gun_155_x2,1.07,1.125,1.32,,,,,,,,,,,
"gun_7_x3_japan_bb, bc,ca,cl",,178,gun_7_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,0.8,0.8775,1.25,,,,,,,,,,,,yamato_gun_155_x3,1.05395,1.1,1.3,,yamato_gun_155_x3,1.07,1.125,1.32,,,,,,,,,,,
"gun_8_x1_japan_bb, bc,ca,cl",,203,gun_8_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,0.9,0.975,1.25,,,,,,,,,,,,moga_gun_200_x1,1.182,1.25,1.33,,moga_gun_200_x1,1.2,1.28,1.35,,,,,,,,,,,
"gun_8_x2_japan_bb, bc,ca,cl",,203,gun_8_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,0.9,0.975,1.25,,,,,,,,,,,,moga_gun_200_x2,1.182,1.25,1.33,,moga_gun_200_x2,1.2,1.28,1.35,,,,,,,,,,,
"gun_8_x3_japan_bb, bc,ca,cl",,203,gun_8_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,0.9,0.975,1.25,,,,,,,,,,,,moga_gun_200_x3,1.182,1.25,1.33,,moga_gun_200_x3,1.2,1.28,1.35,,,,,,,,,,,
"gun_9_x1_japan_bb, bc,ca,cl",,229,gun_9_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,1,1.0725,1.25,,agamemnon_gun_228_x1,1.1,1.195,1.2,,agamemnon_gun_228_x1,1.125,1.2099375,1.22,,moga_gun_200_x1,1.2805,1.3455,1.33,,moga_gun_200_x1,1.3,1.38,1.35,,,0.556875,,,,,,,,
"gun_9_x2_japan_bb, bc,ca,cl",,229,gun_9_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,1,1.0725,1.25,,agamemnon_gun_228_x2,1.1,1.195,1.2,,agamemnon_gun_228_x2,1.125,1.2099375,1.22,,moga_gun_200_x2,1.2805,1.3455,1.33,,moga_gun_200_x2,1.3,1.38,1.35,,,0.556875,,,,,,,,
"gun_9_x3_japan_bb, bc,ca,cl",,229,gun_9_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,1,1.0725,1.25,,agamemnon_gun_228_x3,1.1,1.195,1.2,,agamemnon_gun_228_x3,1.125,1.2099375,1.22,,moga_gun_200_x3,1.2805,1.3455,1.33,,moga_gun_200_x3,1.3,1.38,1.35,,,0.556875,,,,,,,,
"gun_10_x1_japan_bb, bc,ca,cl",,254,gun_10_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,1.1,1.17,1.25,,agamemnon_gun_305_x1,0.85,0.897,1.2,,agamemnon_gun_305_x1,0.875,0.921375,1.22,,fus_gun_356_x1_a,0.95,0.975,1.36,,yamato_gun_b_460_x1,0.6075,0.641671875,1.28,,,0.6075,,,,,,,,
"gun_10_x2_japan_bb, bc,ca,cl",,254,gun_10_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,1.1,1.17,1.25,,agamemnon_gun_305_x2,0.85,0.897,1.2,,agamemnon_gun_305_x2,0.875,0.921375,1.22,,fus_gun_356_x2_a,0.95,0.975,1.36,,yamato_gun_b_460_x2,0.6075,0.641671875,1.28,,,0.6075,,,,,,,,
"gun_10_x3_japan_bb, bc,ca,cl",,254,gun_10_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,1.1,1.17,1.25,,agamemnon_gun_305_x3,0.85,0.897,1.2,,agamemnon_gun_305_x3,0.875,0.921375,1.22,,fus_gun_356_x3_a,0.95,0.975,1.36,,yamato_gun_b_460_x3,0.6075,0.641671875,1.28,,,0.6075,,,,,,,,
"gun_11_x1_japan_bb, bc,ca,cl",,279,gun_11_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,1.2,1.2675,1.25,,agamemnon_gun_305_x1,0.92,0.975,1.2,,agamemnon_gun_305_x1,0.945,0.999375,1.22,,fus_gun_356_x1_a,1,1.02375,1.36,,yamato_gun_b_460_x1,0.658125,0.69103125,1.28,,,0.658125,,,,,,,,
"gun_11_x2_japan_bb, bc,ca,cl",,279,gun_11_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,1.2,1.2675,1.25,,agamemnon_gun_305_x2,0.92,0.975,1.2,,agamemnon_gun_305_x2,0.945,0.999375,1.22,,fus_gun_356_x2_a,1,1.02375,1.36,,yamato_gun_b_460_x2,0.658125,0.69103125,1.28,,,0.658125,,,,,,,,
"gun_11_x3_japan_bb, bc,ca,cl",,279,gun_11_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,1.2,1.2675,1.25,,agamemnon_gun_305_x3,0.92,0.975,1.2,,agamemnon_gun_305_x3,0.945,0.999375,1.22,,fus_gun_356_x3_a,1,1.02375,1.36,,yamato_gun_b_460_x3,0.658125,0.69103125,1.28,,,0.658125,,,,,,,,
"gun_12_x1_japan_bb, bc,ca,cl",,305,gun_12_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,1.3,1.365,1.25,,agamemnon_gun_305_x1,1,1.0562175,1.2,,agamemnon_gun_305_x1,1.025,1.0805925,1.22,,fus_gun_356_x1_a,1.05,1.0725,1.36,,yamato_gun_b_460_x1,0.70875,0.740390625,1.28,,,0.70875,,,,,,,,
"gun_12_x2_japan_bb, bc,ca,cl",,305,gun_12_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,1.3,1.365,1.25,,agamemnon_gun_305_x2,1,1.0562175,1.2,,agamemnon_gun_305_x2,1.025,1.0805925,1.22,,fus_gun_356_x2_a,1.05,1.0725,1.36,,yamato_gun_b_460_x2,0.70875,0.740390625,1.28,,,0.70875,,,,,,,,
"gun_12_x3_japan_bb, bc,ca,cl",,305,gun_12_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,1.3,1.365,1.25,,agamemnon_gun_305_x3,1,1.0562175,1.2,,agamemnon_gun_305_x3,1.025,1.0805925,1.22,,fus_gun_356_x3_a,1.05,1.0725,1.36,,yamato_gun_b_460_x3,0.70875,0.740390625,1.28,,,0.70875,,,,,,,,
"gun_13_x1_japan_bb, bc,ca,cl",,330,gun_13_x1,japan,"bb, bc,ca,cl",friedrich_gun_228_x1,1.4,1.463,1.25,,agamemnon_gun_305_x1,1.0833,1.13685,1.2,,agamemnon_gun_305_x1,1.1083,1.161225,1.22,,fus_gun_356_x1_a,1.1,1.12125,1.36,,yamato_gun_b_460_x1,0.759375,0.78975,1.28,,,0.759375,,,,,,,,
"gun_13_x2_japan_bb, bc,ca,cl",,330,gun_13_x2,japan,"bb, bc,ca,cl",friedrich_gun_228_x2,1.4,1.463,1.25,,agamemnon_gun_305_x2,1.0833,1.13685,1.2,,agamemnon_gun_305_x2,1.1083,1.161225,1.22,,fus_gun_356_x2_a,1.1,1.12125,1.36,,yamato_gun_b_460_x2,0.759375,0.78975,1.28,,,0.759375,,,,,,,,
"gun_13_x3_japan_bb, bc,ca,cl",,330,gun_13_x3,japan,"bb, bc,ca,cl",friedrich_gun_228_x3,1.4,1.463,1.25,,agamemnon_gun_305_x3,1.0833,1.13685,1.2,,agamemnon_gun_305_x3,1.1083,1.161225,1.22,,fus_gun_356_x3_a,1.1,1.12125,1.36,,yamato_gun_b_460_x3,0.759375,0.78975,1.28,,,0.759375,,,,,,,,
"gun_14_x1_japan_bb, bc",,356,gun_14_x1,japan,"bb, bc",agamemnon_gun_305_x1,1.141,1.194375,1.18,,agamemnon_gun_305_x1,1.166,1.21875,1.2,,agamemnon_gun_305_x1,1.191,1.233984375,1.22,,fus_gun_356_x1_a,1.15,1.194375,1.36,,yamato_gun_b_460_x1,0.81,0.832606277,1.28,,,0.81,,,,,,,,
"gun_14_x2_japan_bb, bc",,356,gun_14_x2,japan,"bb, bc",agamemnon_gun_305_x2,1.141,1.194375,1.18,,agamemnon_gun_305_x2,1.166,1.21875,1.2,,agamemnon_gun_305_x2,1.191,1.233984375,1.22,,fus_gun_356_x2_a,1.15,1.194375,1.36,,yamato_gun_b_460_x2,0.81,0.832606277,1.28,,,0.81,,,,,,,,
"gun_14_x3_japan_bb, bc",,356,gun_14_x3,japan,"bb, bc",agamemnon_gun_305_x3,1.141,1.194375,1.18,,agamemnon_gun_305_x3,1.166,1.21875,1.2,,agamemnon_gun_305_x3,1.191,1.233984375,1.22,,fus_gun_356_x3_a,1.15,1.194375,1.36,,yamato_gun_b_460_x3,0.81,0.832606277,1.28,,,0.81,,,,,,,,
"gun_15_x1_japan_bb, bc",,381,gun_15_x1,japan,"bb, bc",agamemnon_gun_305_x1,1.225,1.2753,1.18,,agamemnon_gun_305_x1,1.25,1.299675,1.2,,fus_gun_356_x1_a,1.206625,1.25809125,1.34,,fus_gun_356_x1_a,1.225,1.27725,1.36,,yamato_gun_b_460_x1,0.853955156,0.887580281,1.28,,,0.853955156,,,,,,,,
"gun_15_x2_japan_bb, bc",,381,gun_15_x2,japan,"bb, bc",agamemnon_gun_305_x2,1.225,1.2753,1.18,,agamemnon_gun_305_x2,1.25,1.299675,1.2,,fus_gun_356_x2_a,1.206625,1.25809125,1.34,,fus_gun_356_x2_a,1.225,1.27725,1.36,,yamato_gun_b_460_x2,0.853955156,0.887580281,1.28,,,0.853955156,,,,,,,,
"gun_15_x3_japan_bb, bc",,381,gun_15_x3,japan,"bb, bc",agamemnon_gun_305_x3,1.225,1.2753,1.18,,agamemnon_gun_305_x3,1.25,1.299675,1.2,,fus_gun_356_x3_a,1.206625,1.25809125,1.34,,fus_gun_356_x3_a,1.225,1.27725,1.36,,yamato_gun_b_460_x3,0.853955156,0.887580281,1.28,,,0.853955156,,,,,,,,
"gun_16_x1_japan_bb, bc",,406,gun_16_x1,japan,"bb, bc",agamemnon_gun_305_x1,1.308,1.368,1.18,,agamemnon_gun_305_x1,1.333,1.3851,1.2,,fus_gun_356_x1_a,1.29035,1.40241375,1.34,,fus_gun_356_x1_a,1.31,1.39,1.36,,yamato_gun_b_460_x1,0.91033875,0.973438118,1.28,,,0.91033875,,,,,,,,
"gun_16_x2_japan_bb, bc",,406,gun_16_x2,japan,"bb, bc",agamemnon_gun_305_x2,1.308,1.368,1.18,,agamemnon_gun_305_x2,1.333,1.3851,1.2,,fus_gun_356_x2_a,1.29035,1.40241375,1.34,,fus_gun_356_x2_a,1.31,1.39,1.36,,yamato_gun_b_460_x2,0.91033875,0.973438118,1.28,,,0.91033875,,,,,,,,
"gun_16_x3_japan_bb, bc",,406,gun_16_x3,japan,"bb, bc",agamemnon_gun_305_x3,1.308,1.368,1.18,,agamemnon_gun_305_x3,1.333,1.3851,1.2,,fus_gun_356_x3_a,1.29035,1.40241375,1.34,,fus_gun_356_x3_a,1.31,1.39,1.36,,yamato_gun_b_460_x3,0.91033875,0.973438118,1.28,,,0.91033875,,,,,,,,
"gun_17_x1_japan_bb, bc",,432,gun_17_x1,japan,"bb, bc",fus_gun_356_x1_a,1.37,1.39425,1.3,,yamato_gun_460_x1,0.961875,0.9871875,1.22,,yamato_gun_b_460_x1,0.973898438,0.999527344,1.24,,yamato_gun_b_460_x1,0.986072168,1.012021436,1.26,,yamato_gun_b_460_x1,0.99839807,1.024671703,1.28,,,0.99839807,,,,,,,,
